,epoch_40/online_vs0,epoch_40/val_loss,epoch_40/val_tderror,epoch_40/val_vs0_q,epoch_40/val_vs0_fqe,seed,State,Created,Runtime,alg,env,policy_level,n_trajectories,alpha,batch_size,gamma,lr,n_epochs,target_update_interval,cql_alpha_lr,cql_alpha_tuning,cql_lagrange_thresh,cql_lr,cql_max_backup,cql_min_q_weight,cql_n_uniform_actions,cql_tau,cql_temp,cql_variant,n_gradient_steps,sac_alpha_lr,sac_alpha_tuning,sac_lr,actor_lr,critic_lr,device,noise_clip,normalize_obs,policy_noise,policy_update_frequency,tau,gmm_num_modes,counts/num_samples,epoch_0/online_vs0,epoch_1/online_vs0,epoch_10/online_vs0,epoch_11/online_vs0,epoch_12/online_vs0,epoch_13/online_vs0,epoch_14/online_vs0,epoch_15/online_vs0,epoch_16/online_vs0,epoch_17/online_vs0,epoch_18/online_vs0,epoch_19/online_vs0,epoch_2/online_vs0,epoch_20/online_vs0,epoch_21/online_vs0,epoch_22/online_vs0,epoch_23/online_vs0,epoch_24/online_vs0,epoch_25/online_vs0,epoch_26/online_vs0,epoch_27/online_vs0,epoch_28/online_vs0,epoch_29/online_vs0,epoch_3/online_vs0,epoch_30/online_vs0,epoch_31/online_vs0,epoch_32/online_vs0,epoch_33/online_vs0,epoch_34/online_vs0,epoch_35/online_vs0,epoch_36/online_vs0,epoch_37/online_vs0,epoch_38/online_vs0,epoch_4/online_vs0,epoch_5/online_vs0,epoch_6/online_vs0,epoch_7/online_vs0,epoch_8/online_vs0,epoch_9/online_vs0,loss/bellman,loss/conservative,loss/total,counts/num_epochs,cql/alpha,cql/loss/alpha,cql/loss/critic1/bellman,cql/loss/critic1/conservative,cql/loss/critic1/total,cql/loss/critic2/bellman,cql/loss/critic2/conservative,cql/loss/critic2/total,sac/alpha,sac/loss/actor,sac/loss/alpha,counts/num_batches,loss/actor,loss/actor_bc,loss/actor_td3,loss/critic,epoch_39/online_vs0,epoch_0/val_loss,epoch_0/val_tderror,epoch_0/val_vs0_fqe,epoch_0/val_vs0_q,epoch_1/val_loss,epoch_1/val_tderror,epoch_1/val_vs0_fqe,epoch_1/val_vs0_q,epoch_3/val_loss,epoch_3/val_vs0_fqe,epoch_15/val_loss,epoch_15/val_tderror,epoch_15/val_vs0_q,epoch_22/val_loss,epoch_22/val_tderror,epoch_22/val_vs0_q,epoch_15/val_vs0_fqe,epoch_21/val_loss,epoch_21/val_tderror,epoch_21/val_vs0_fqe,epoch_21/val_vs0_q,epoch_22/val_vs0_fqe,epoch_4/val_loss,epoch_4/val_tderror,epoch_4/val_vs0_fqe,epoch_4/val_vs0_q
10,-234218.7536757632,0.006435243878513575,71958944.0,-102592.5703125,-44098.21875,8800.0,finished,2021-09-06T09:07:46.000Z,7508,td3+bc,industrial,low,9999.0,2.5,512.0,0.9676286278749334,,,,,,,,,,,,,,300000.0,,,,0.001,0.0001,cuda:1,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.502150535583496,0.0021506920456886287,2.499999761581421,1736.779052734375,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-234051.58724484546,0.004731346853077412,35047860.0,-2762.733642578125,-44140.140625,8800.0,finished,2021-09-06T09:07:44.000Z,7505,td3+bc,industrial,low,9999.0,2.0,512.0,0.9521033790407176,,,,,,,,,,,,,,300000.0,,,,0.0001,0.001,cuda:3,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.0016205310821533,0.0016204291023314,2.0,3005.552734375,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-234103.6258613047,0.0013642895501106975,817979392.0,-350170.28125,-44147.31640625,8800.0,finished,2021-09-06T09:07:44.000Z,7474,td3+bc,industrial,low,9999.0,1.0,512.0,0.9918609046897836,,,,,,,,,,,,,,300000.0,,,,0.001,0.001,cuda:2,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.0004574060440063,0.00045736221363767976,1.0,37210.5546875,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,32288.820352151582,1.7324963808059692,15377123.0,2301.242431640625,241929.40625,8800.0,finished,2021-09-06T09:07:23.000Z,13894,cql,citylearn,medium,9999.0,,512.0,0.9697345472555942,,,,,,10.0,0.0001,False,10.0,10.0,0.01,1.0,kl,300000.0,,True,0.0003,,,cuda:2,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-333.41455078125,7393.138671875,324.7080078125,7717.8466796875,8133.951171875,342.12109375,8476.072265625,1.0,-988.23486328125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,31637.408478606634,1.0554729700088499,12891079.0,1671.61083984375,242107.0,8800.0,finished,2021-09-06T06:56:08.000Z,14001,cql,citylearn,medium,9999.0,,512.0,0.9626730613354559,,,,,,2.0,0.001,True,10.0,10.0,0.005,1.0,kl,300000.0,,True,0.001,,,cuda:0,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-266.548095703125,5760.0986328125,249.2587890625,6009.357421875,6245.48046875,283.83740234375,6529.31787109375,1.0,-487.7812805175781,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-323865.9147989555,0.003216030541807413,54279236.0,-487.5597229003906,-50144.5703125,8800.0,finished,2021-09-06T06:51:17.000Z,8138,td3+bc,industrial,high,999.0,1.0,512.0,0.9397528968331486,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0001,cuda:1,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.0010603666305542,0.0010603320552036166,1.0,3877.583984375,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,30040.043492086093,3.0792038440704346,21378580.0,3899.099609375,243830.203125,8800.0,finished,2021-09-06T06:39:21.000Z,14093,cql,citylearn,medium,9999.0,,512.0,0.9895162232834992,,,,,,5.0,0.0001,True,10.0,10.0,0.01,1.0,kl,300000.0,,True,0.0001,,,cuda:3,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-675.9619140625,11919.107421875,567.7265625,12486.833984375,19869.919921875,784.197265625,20654.1171875,1.0,-2179.75927734375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,31643.87729093926,0.9490424394607544,13740699.0,1622.29248046875,242422.84375,8800.0,finished,2021-09-06T06:29:17.000Z,14231,cql,citylearn,medium,9999.0,,512.0,0.9442028511945028,,,,,,5.0,0.0003,True,10.0,10.0,0.005,1.0,kl,300000.0,,False,0.0001,,,cuda:1,,,,,,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-255.625244140625,4953.43212890625,250.5556640625,5203.98779296875,5999.37841796875,260.69482421875,6260.0732421875,1.0,-388.1982727050781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,-323897.2775858763,0.0032193427905440326,65931424.0,569.2593383789062,-50184.453125,8800.0,finished,2021-09-06T06:23:47.000Z,6331,td3+bc,industrial,high,999.0,1.0,256.0,0.9673257295691914,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.0003,cuda:3,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.0010652542114258,0.0010652767959982157,1.0,9636.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,-323924.447014446,0.004329976160079241,141247168512.0,1224087.875,-50168.828125,8800.0,finished,2021-09-06T06:19:07.000Z,8897,td3+bc,industrial,high,999.0,1.0,512.0,0.9231796357775351,,,,,,,,,,,,,,300000.0,,,,0.0001,0.001,cuda:0,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.001438856124878,0.0014388369163498282,1.0,24075.912109375,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,-323857.74241262913,0.01509253680706024,562243305472.0,2973018.5,-50216.7578125,8800.0,finished,2021-09-06T06:18:08.000Z,6450,td3+bc,industrial,high,999.0,2.0,256.0,0.9153208991949844,,,,,,,,,,,,,,300000.0,,,,2.9999999999999997e-05,0.001,cuda:2,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.005035400390625,0.005035428795963526,2.0,2701.09130859375,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,-323803.50734401325,0.027325570583343502,208522912.0,-27523.501953125,-50077.0390625,8800.0,finished,2021-09-06T06:16:47.000Z,8972,td3+bc,industrial,high,999.0,3.0,512.0,0.9945575814620292,,,,,,,,,,,,,,300000.0,,,,0.001,0.0001,cuda:3,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.009150505065918,0.009150472469627855,3.0,2373454.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,-323875.21353602165,0.013455188833177091,85050928.0,-3647.181884765625,-50084.3828125,8800.0,finished,2021-09-06T06:14:55.000Z,8979,td3+bc,industrial,high,999.0,2.0,512.0,0.9635516669419384,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0003,cuda:2,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.0045824050903316,0.004582462832331657,1.9999998807907104,414551.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,-323861.2474136217,0.02250169962644577,715290640384.0,1835875.125,-50172.28125,8800.0,finished,2021-09-06T06:13:51.000Z,6472,td3+bc,industrial,high,999.0,2.5,256.0,0.9626296701318048,,,,,,,,,,,,,,300000.0,,,,0.0001,0.001,cuda:1,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.5074591636657715,0.007459280081093311,2.5,11190.7294921875,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,33199.85066089962,1.2156007289886477,12617165.0,1937.594970703125,241760.390625,8800.0,finished,2021-09-06T06:13:28.000Z,10415,cql,citylearn,medium,9999.0,,256.0,0.9528317635416909,,,,,,2.0,0.0001,False,10.0,10.0,0.005,1.0,kl,300000.0,,False,2.9999999999999997e-05,,,cuda:2,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,-266.067626953125,3273.47119140625,270.71728515625,3544.1884765625,3066.66064453125,261.41796875,3328.07861328125,1.0,-657.1109619140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,-323835.19777188764,0.02290990762412548,57502924.0,90.11164093017578,-50122.36328125,8800.0,finished,2021-09-06T05:56:51.000Z,6632,td3+bc,industrial,high,999.0,2.5,256.0,0.9026097710363002,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0003,cuda:0,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.507511854171753,0.007511615287512541,2.500000238418579,1062.9599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,-323929.6059508229,0.029956350103020668,2397092352.0,-23209.11328125,-50217.046875,8800.0,finished,2021-09-06T05:18:22.000Z,10168,td3+bc,industrial,high,999.0,3.0,512.0,0.983661866379939,,,,,,,,,,,,,,300000.0,,,,0.0001,0.001,cuda:3,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.0107595920562744,0.010759633034467695,3.0,39069.828125,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,-323833.26542834035,0.04931270331144333,59251760.0,-922.4222412109376,-49872.78125,8800.0,finished,2021-09-06T05:16:57.000Z,6884,td3+bc,industrial,high,999.0,4.0,256.0,0.9613603943751801,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0001,cuda:0,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.01635217666626,0.016352329403162003,4.0,4745.228515625,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,-323507.18135927425,0.3161481022834778,972093760.0,-128803.2265625,-49578.875,8800.0,finished,2021-09-06T05:10:05.000Z,6329,td3+bc,industrial,high,99.0,4.0,256.0,0.9842497138984848,,,,,,,,,,,,,,300000.0,,,,0.0003,0.0003,cuda:2,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.1084508895874015,0.10845091193914412,4.0,22161.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,-323718.6794327249,0.3579990565776825,735923456.0,-6014.2734375,-49568.41015625,8800.0,finished,2021-09-06T05:09:50.000Z,9615,td3+bc,industrial,high,99.0,2.5,512.0,0.908293369485144,,,,,,,,,,,,,,300000.0,,,,0.001,0.001,cuda:1,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.621301412582397,0.12130137532949448,2.5,9949.138671875,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,-323549.86277744785,0.3012519478797913,1495757568.0,-205119.015625,-49623.390625,8800.0,finished,2021-09-06T04:35:18.000Z,6497,td3+bc,industrial,high,99.0,4.0,256.0,0.9913847781134862,,,,,,,,,,,,,,300000.0,,,,0.001,0.0003,cuda:3,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.102921009063722,0.1029212400317192,3.9999997615814213,55027.4921875,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,-323630.94103227416,0.4721901118755341,243205168.0,-86907.1640625,-49527.48828125,8800.0,finished,2021-09-06T04:10:49.000Z,6351,td3+bc,industrial,high,99.0,4.0,256.0,0.9654012409463096,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0003,cuda:0,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,4.160648822784424,0.16064903140068054,4.0,18738.74609375,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,-323720.8664402185,0.3332574963569641,150370912.0,-34875.3203125,-49581.54296875,8800.0,finished,2021-09-06T04:06:12.000Z,9894,td3+bc,industrial,high,99.0,3.0,512.0,0.9127522016931776,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0001,cuda:1,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.1124875545501713,0.11248748004436493,3.0,8883.65234375,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,29599.17829445601,5.132993698120117,21549444.0,3327.90625,241418.34375,8800.0,finished,2021-09-06T03:53:15.000Z,9942,cql,citylearn,medium,9999.0,,256.0,0.9808499450957628,,,,,,-1.0,0.0003,True,5.0,10.0,0.01,1.0,entropy,300000.0,,True,2.9999999999999997e-05,,,cuda:3,,,,,,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,12553.4345703125,417.6015625,12971.0361328125,18995.150390625,479.603515625,19474.75390625,1.0,-1978.62841796875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,-323652.71008561534,0.11166079342365264,2159278592.0,-225376.109375,-49687.58203125,8800.0,finished,2021-09-06T03:33:08.000Z,9948,td3+bc,industrial,high,99.0,2.0,512.0,0.9916434488111154,,,,,,,,,,,,,,300000.0,,,,0.0003,0.0001,cuda:0,0.5,True,0.2,2.0,0.005,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.0371336936950684,0.037133898586034775,1.9999998807907104,62770.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,-323840.79725779354,0.3725040256977082,206262592.0,-68593.75,-49573.390625,8800.0,finished,2021-09-06T03:30:43.000Z,6448,td3+bc,industrial,high,99.0,3.0,256.0,0.9310167063769916,,,,,,,,,,,,,,300000.0,,,,0.001,0.0003,cuda:3,0.5,True,0.2,2.0,0.005,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,3.1280200481414795,0.12801995873451233,3.0,10140.341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,-323739.4984258456,0.25288793444633484,70743976.0,-42766.61328125,-49551.26171875,8800.0,finished,2021-09-06T03:30:22.000Z,6382,td3+bc,industrial,high,99.0,2.5,256.0,0.9261869220537028,,,,,,,,,,,,,,300000.0,,,,0.0001,0.0001,cuda:0,0.5,True,0.2,2.0,0.01,,76800256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,2.5861988067626958,0.08619888871908188,2.5,6278.564453125,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,-323849.4364456,0.047232527285814285,272242720.0,-26748.53125,-49607.734375,8800.0,finished,2021-09-06T03:29:51.000Z,9829,td3+bc,industrial,high,99.0,1.0,512.0,0.9073609989783684,,,,,,,,,,,,,,300000.0,,,,0.001,0.0003,cuda:1,0.5,True,0.2,2.0,0.01,,153600512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,300001.0,1.0160738229751587,0.016073865815997124,1.0,8704.490234375,,,,,,,,,,,,,,,,,,,,,,,,,,,
